"","ARR_DEL15","DAY_OF_WEEK","CARRIER","DEST","ORIGIN","DEP_TIME_BLK"
"390335","0.00","6","DL","ATL","CLT","1500-1559"
"390342","0.00","6","DL","ATL","JFK","0800-0859"
"390399","0.00","6","DL","DFW","ATL","1900-1959"
"390400","1.00","6","DL","ATL","DFW","1700-1759"
"390403","0.00","6","DL","JFK","LAX","0800-0859"
"390404","0.00","6","DL","LAX","JFK","1800-1859"
"390415","0.00","6","DL","ATL","LAX","1200-1259"
"390418","0.00","6","DL","ATL","LAS","0800-0859"
"390420","0.00","6","DL","LAX","ATL","0800-0859"
"390438","1.00","6","DL","ATL","SFO","0700-0759"
"390439","0.00","6","DL","SFO","ATL","1900-1959"
"390452","0.00","6","DL","ATL","LAX","0700-0759"
"390456","0.00","6","DL","ATL","ORD","1200-1259"
"390459","0.00","6","DL","LAS","JFK","1500-1559"
"390462","0.00","6","DL","JFK","SFO","0600-0659"
"390463","0.00","6","DL","SFO","JFK","1500-1559"
"390464","0.00","6","DL","SFO","JFK","1700-1759"
"390465","0.00","6","DL","JFK","LAX","0700-0759"
"390469","0.00","6","DL","ATL","JFK","1300-1359"
"390470","1.00","6","DL","LAX","JFK","0800-0859"
"390476","1.00","6","DL","LAX","JFK","1300-1359"
"390477","1.00","6","DL","SFO","JFK","0700-0759"
"390479","1.00","6","DL","PHX","JFK","2100-2159"
"390486","1.00","6","DL","SFO","JFK","0900-0959"
"390487","0.00","6","DL","LAX","JFK","1200-1259"
"390490","1.00","6","DL","JFK","SFO","1400-1459"
"390493","1.00","6","DL","SFO","JFK","1900-1959"
"390519","0.00","6","DL","JFK","ATL","1700-1759"
"390583","0.00","6","DL","ATL","LAX","0900-0959"
"390594","0.00","6","DL","ATL","LAX","1300-1359"
"390621","0.00","6","DL","CLT","ATL","2300-2359"
"390626","0.00","6","DL","ATL","SFO","1400-1459"
"390642","0.00","6","DL","ORD","ATL","0900-0959"
"390643","0.00","6","DL","ATL","ORD","1100-1159"
"390659","0.00","6","DL","DFW","ATL","1000-1059"
"390660","0.00","6","DL","ATL","DFW","1200-1259"
"390661","1.00","6","DL","DFW","ATL","2200-2259"
"390735","1.00","6","DL","PHX","JFK","0800-0859"
"390746","1.00","6","DL","JFK","PHX","1500-1559"
"390764","0.00","6","DL","ATL","LAX","0600-0659"
"390785","1.00","6","DL","JFK","SFO","2200-2259"
"390786","0.00","6","DL","ORD","ATL","2000-2059"
"390796","0.00","6","DL","CLT","ATL","1000-1059"
"390797","0.00","6","DL","ATL","CLT","1200-1259"
"390861","0.00","6","DL","DFW","ATL","0800-0859"
"390862","0.00","6","DL","ATL","DFW","1100-1159"
"390907","0.00","6","DL","JFK","LAS","0700-0759"
"390909","1.00","6","DL","LAX","ATL","2000-2059"
"390918","0.00","6","DL","JFK","LAX","1600-1659"
"390975","0.00","6","DL","DFW","ATL","2000-2059"
"391062","0.00","6","DL","JFK","LAS","1600-1659"
"391068","0.00","6","DL","LAS","JFK","0900-0959"
"391080","1.00","6","DL","LAS","ATL","1700-1759"
"391082","0.00","6","DL","ATL","JFK","1900-1959"
"391120","0.00","6","DL","SFO","ATL","1600-1659"
"391152","0.00","6","DL","ATL","CLT","1000-1059"
"391165","0.00","6","DL","ATL","LAS","0001-0559"
"391180","0.00","6","DL","ATL","CLT","1700-1759"
"391203","0.00","6","DL","SFO","LAX","1200-1259"
"391204","1.00","6","DL","LAX","SFO","1200-1259"
"391205","1.00","6","DL","SFO","LAX","1400-1459"
"391207","0.00","6","DL","SFO","LAX","1600-1659"
"391208","1.00","6","DL","LAX","SFO","1600-1659"
"391209","1.00","6","DL","SFO","LAX","1800-1859"
"391210","0.00","6","DL","LAX","SFO","1800-1859"
"391211","0.00","6","DL","SFO","LAX","2000-2059"
"391212","1.00","6","DL","LAX","SFO","2000-2059"
"391213","0.00","6","DL","SFO","LAX","2200-2259"
"391265","0.00","6","DL","ATL","PHX","0700-0759"
"391362","0.00","6","EV","ORD","CLT","1000-1059"
"391541","0.00","6","EV","ORD","ATL","1800-1859"
"391617","0.00","6","EV","CLT","ORD","0600-0659"
"391897","1.00","6","EV","CLT","ORD","1700-1759"
"392156","1.00","6","EV","ORD","ATL","1700-1759"
"392157","1.00","6","EV","ATL","ORD","1900-1959"
"392296","0.00","6","EV","ORD","ATL","1400-1459"
"392297","0.00","6","EV","ATL","ORD","1600-1659"
"392617","0.00","6","F9","LAX","ATL","1500-1559"
"392624","0.00","6","F9","ORD","ATL","0600-0659"
"392625","1.00","6","F9","PHX","ORD","0800-0859"
"392626","0.00","6","F9","ORD","PHX","1200-1259"
"392631","0.00","6","F9","SFO","ORD","0700-0759"
"392649","1.00","6","F9","LAS","ATL","2100-2159"
"392655","0.00","6","F9","SFO","LAS","1900-1959"
"392656","0.00","6","F9","LAS","SFO","2100-2159"
"392689","0.00","6","F9","ORD","SFO","1200-1259"
"392690","0.00","6","F9","ATL","ORD","1900-1959"
"392835","0.00","6","F9","ORD","LAS","2200-2259"
"392874","0.00","6","F9","ORD","LAS","0600-0659"
"392882","0.00","6","F9","PHX","SFO","1400-1459"
"392883","0.00","6","F9","SFO","PHX","1800-1859"
"392904","1.00","6","F9","LAS","ORD","1000-1059"
"392916","0.00","6","F9","LAS","ORD","2100-2159"
"393707","0.00","6","NK","LAS","ORD","1500-1559"
"393733","1.00","6","NK","ATL","ORD","2000-2059"
"393750","0.00","6","NK","ORD","PHX","0001-0559"
"393770","1.00","6","NK","ORD","LAS","1700-1759"
"393772","0.00","6","NK","LAS","ORD","0800-0859"
"393808","1.00","6","NK","ORD","LAS","0900-0959"
"393812","1.00","6","NK","ORD","ATL","0600-0659"
"393816","0.00","6","NK","LAS","DFW","1000-1059"
"393820","1.00","6","NK","DFW","LAS","1100-1159"
"393822","0.00","6","NK","LAX","ATL","1000-1059"
"393825","0.00","6","NK","ATL","LAX","1200-1259"
"393842","0.00","6","NK","LAS","LAX","1500-1559"
"393895","1.00","6","NK","LAS","ATL","2000-2059"
"393897","1.00","6","NK","ATL","LAS","2300-2359"
"393935","1.00","6","NK","DFW","ORD","0900-0959"
"393955","0.00","6","NK","ORD","DFW","0600-0659"
"393965","0.00","6","NK","LAX","LAS","1300-1359"
"393967","0.00","6","NK","LAS","LAX","0600-0659"
"393998","0.00","6","OO","LAS","SFO","0900-0959"
"394026","0.00","6","NK","LAX","LAS","0800-0859"
"394027","0.00","6","NK","DFW","LAX","1000-1059"
"394029","0.00","6","NK","LAX","DFW","0600-0659"
"394031","1.00","6","NK","LAX","DFW","1500-1559"
"394083","0.00","6","NK","ORD","LAX","0900-0959"
"394088","1.00","6","NK","ORD","LAX","1700-1759"
"394089","0.00","6","NK","LAX","ORD","0600-0659"
"394093","0.00","6","NK","ORD","ATL","1000-1059"
"394100","0.00","6","NK","DFW","PHX","0001-0559"
"394239","1.00","6","OO","ORD","ATL","1400-1459"
"394240","0.00","6","OO","PHX","LAX","1800-1859"
"394247","1.00","6","NK","ORD","DFW","1600-1659"
"394260","1.00","6","OO","LAX","SFO","1300-1359"
"394436","0.00","6","OO","PHX","LAX","1400-1459"
"394751","0.00","6","OO","LAX","PHX","1900-1959"
"394759","0.00","6","OO","LAX","PHX","1700-1759"
"394810","0.00","6","OO","SFO","LAX","2000-2059"
"394848","0.00","6","OO","PHX","LAX","1000-1059"
"394849","0.00","6","OO","LAX","PHX","1300-1359"
"394886","0.00","6","OO","ORD","DFW","0700-0759"
"395004","1.00","6","OO","SFO","PHX","2100-2159"
"395009","1.00","6","OO","PHX","LAX","2100-2159"
"395096","1.00","6","OO","PHX","SFO","1600-1659"
"395163","0.00","6","OO","SFO","PHX","1100-1159"
"395172","1.00","6","OO","SFO","PHX","1700-1759"
"395194","0.00","6","OO","SFO","LAX","0800-0859"
"395212","1.00","6","OO","ATL","ORD","1700-1759"
"395213","0.00","6","OO","SFO","LAS","1100-1159"
"395225","0.00","6","OO","LAX","SFO","1700-1759"
"395229","1.00","6","OO","SFO","LAX","1500-1559"
"395262","1.00","6","OO","LAX","LAS","1000-1059"
"395266","1.00","6","OO","LAS","LAX","0800-0859"
"395296","0.00","6","OO","ORD","ATL","0600-0659"
"395313","0.00","6","OO","LAX","SFO","0700-0759"
"395341","1.00","6","OO","SFO","DFW","1900-1959"
"395425","0.00","6","OO","PHX","SFO","0700-0759"
"395445","0.00","6","OO","LAX","PHX","0600-0659"
"395499","0.00","6","OO","LAX","PHX","1500-1559"
"395529","0.00","6","OO","LAS","LAX","2200-2259"
"395577","1.00","6","OO","CLT","ORD","1300-1359"
"395617","0.00","6","OO","PHX","LAX","1200-1259"
"395621","0.00","6","OO","PHX","LAX","0700-0759"
"395624","0.00","6","OO","LAX","DFW","0600-0659"
"395670","0.00","6","UA","LAX","ORD","0600-0659"
"395676","0.00","6","UA","ORD","LAX","1900-1959"
"395680","0.00","6","UA","ORD","SFO","2300-2359"
"395694","0.00","6","UA","LAS","SFO","2200-2259"
"395740","0.00","6","UA","ORD","SFO","2300-2359"
"395774","0.00","6","UA","SFO","DFW","0700-0759"
"395788","0.00","6","UA","ORD","LAX","0800-0859"
"395798","0.00","6","UA","ORD","LAX","0600-0659"
"395801","1.00","6","UA","CLT","ORD","2000-2059"
"395807","0.00","6","UA","SFO","ATL","0600-0659"
"395892","0.00","6","UA","LAS","ORD","2200-2259"
"395895","0.00","6","UA","ORD","PHX","1500-1559"
"395904","0.00","6","UA","SFO","PHX","1100-1159"
"395925","0.00","6","UA","SFO","ORD","1500-1559"
"395928","0.00","6","UA","ORD","SFO","1100-1159"
"395930","0.00","6","UA","ORD","SFO","1800-1859"
"395952","0.00","6","OO","LAX","PHX","1000-1059"
"395958","1.00","6","OO","LAX","PHX","2000-2059"
"396002","1.00","6","NK","ATL","ORD","1200-1259"
"396027","0.00","6","VX","SFO","JFK","0700-0759"
"396040","0.00","6","VX","SFO","LAS","1800-1859"
"396041","1.00","6","VX","LAS","SFO","2000-2059"
"396042","1.00","6","VX","LAX","SFO","0800-0859"
"396043","0.00","6","VX","SFO","LAX","0900-0959"
"396048","0.00","6","VX","ORD","SFO","1100-1159"
"396049","0.00","6","VX","ORD","SFO","1600-1659"
"396050","0.00","6","VX","SFO","ORD","1800-1859"
"396056","1.00","6","VX","JFK","SFO","0900-0959"
"396057","0.00","6","VX","LAX","ORD","0700-0759"
"396058","0.00","6","VX","ORD","LAX","1000-1059"
"396061","0.00","6","VX","LAS","JFK","0900-0959"
"396062","0.00","6","VX","SFO","LAS","1200-1259"
"396063","0.00","6","VX","SFO","JFK","1100-1159"
"396064","0.00","6","VX","JFK","LAS","2200-2259"
"396066","0.00","6","VX","JFK","SFO","1500-1559"
"396067","0.00","6","VX","SFO","JFK","1600-1659"
"396080","0.00","6","VX","JFK","SFO","2300-2359"
"396082","0.00","6","VX","SFO","LAS","0700-0759"
"396090","0.00","6","VX","LAX","JFK","0700-0759"
"396095","0.00","6","VX","LAX","JFK","1100-1159"
"396097","0.00","6","VX","JFK","LAX","1300-1359"
"396098","0.00","6","VX","LAX","JFK","1600-1659"
"396099","1.00","6","VX","JFK","LAX","1500-1559"
"396101","1.00","6","VX","JFK","LAX","1500-1559"
"396102","0.00","6","VX","JFK","LAX","2300-2359"
"396104","0.00","6","VX","LAX","LAS","0600-0659"
"396105","0.00","6","VX","LAS","LAX","1200-1259"
"396107","1.00","6","VX","LAS","LAX","1500-1559"
"396108","1.00","6","VX","LAS","LAX","1900-1959"
"396180","1.00","6","VX","LAX","LAS","1700-1759"
"396195","0.00","6","VX","LAS","SFO","1800-1859"
"396197","1.00","6","VX","LAS","SFO","0900-0959"
"396199","1.00","6","VX","LAS","SFO","1300-1359"
"396201","1.00","6","VX","SFO","LAS","1500-1559"
"396203","0.00","6","VX","LAS","SFO","1100-1159"
"396204","0.00","6","VX","SFO","LAS","1400-1459"
"396205","0.00","6","VX","LAS","SFO","1600-1659"
"396208","0.00","6","VX","SFO","LAX","2000-2059"
"396209","0.00","6","VX","LAX","SFO","1100-1159"
"396210","1.00","6","VX","SFO","LAX","0700-0759"
"396213","0.00","6","VX","SFO","LAX","1300-1359"
"396214","0.00","6","VX","LAX","SFO","1500-1559"
"396215","0.00","6","VX","SFO","LAX","1500-1559"
"396217","0.00","6","VX","LAX","SFO","1800-1859"
"396218","0.00","6","VX","SFO","LAX","1800-1859"
"396219","1.00","6","VX","LAX","SFO","1900-1959"
"396249","1.00","6","OO","SFO","LAS","1000-1059"
"396268","0.00","6","UA","LAX","SFO","2200-2259"
"396296","0.00","6","UA","ORD","LAX","1400-1459"
"396303","1.00","6","UA","DFW","SFO","1000-1059"
"396331","0.00","6","UA","SFO","LAX","1100-1159"
"396339","0.00","6","UA","LAX","LAS","0600-0659"
"396358","0.00","6","UA","ATL","SFO","2300-2359"
"396385","0.00","6","UA","SFO","PHX","0800-0859"
"396413","0.00","6","UA","LAS","SFO","1900-1959"
"396441","0.00","6","UA","SFO","LAX","1500-1559"
"396461","1.00","6","UA","ORD","LAX","1600-1659"
"396475","0.00","6","UA","LAS","ORD","1600-1659"
"396491","0.00","6","UA","LAX","ORD","1300-1359"
"396505","0.00","6","UA","ORD","LAX","1000-1059"
"396506","0.00","6","UA","LAX","SFO","0900-0959"
"396507","0.00","6","UA","SFO","LAX","1900-1959"
"396511","0.00","6","UA","PHX","ORD","1900-1959"
"396538","0.00","6","UA","ORD","SFO","2200-2259"
"396544","0.00","6","UA","ORD","PHX","0001-0559"
"396597","1.00","6","UA","SFO","ORD","1900-1959"
"396615","1.00","6","UA","LAX","LAS","2000-2059"
"396628","0.00","6","UA","ORD","LAS","1000-1059"
"396630","0.00","6","UA","LAS","ORD","2000-2059"
"396652","0.00","6","UA","SFO","ORD","1800-1859"
"396692","0.00","6","UA","ORD","PHX","0600-0659"
"396695","0.00","6","UA","ORD","LAX","2300-2359"
"396701","0.00","6","UA","LAX","ORD","1200-1259"
"396713","0.00","6","UA","SFO","ORD","1600-1659"
"396715","0.00","6","UA","LAX","ORD","2200-2259"
"396727","0.00","6","UA","ORD","SFO","1300-1359"
"396798","0.00","6","UA","SFO","ORD","0900-0959"
"396817","0.00","6","UA","ORD","CLT","0600-0659"
"396819","1.00","6","UA","ORD","DFW","1200-1259"
"396820","0.00","6","UA","SFO","LAX","2200-2259"
"396840","0.00","6","UA","SFO","LAS","0700-0759"
"396841","0.00","6","UA","SFO","ORD","1000-1059"
"396842","0.00","6","UA","ORD","LAS","2300-2359"
"396849","0.00","6","UA","ORD","SFO","1000-1059"
"396852","0.00","6","UA","LAS","ORD","0900-0959"
"396926","0.00","6","UA","LAS","LAX","1200-1259"
"396979","0.00","6","UA","SFO","LAX","0600-0659"
"397036","1.00","6","UA","DFW","SFO","0600-0659"
"397040","0.00","6","UA","SFO","ORD","2200-2259"
"397121","0.00","6","UA","PHX","SFO","0800-0859"
"397151","0.00","6","UA","LAX","ORD","0700-0759"
"397248","1.00","6","UA","ORD","SFO","1900-1959"
"397368","0.00","6","WN","LAS","ATL","2100-2159"
"397369","0.00","6","WN","LAS","ATL","1400-1459"
"397372","0.00","6","WN","LAX","ATL","1400-1459"
"397373","0.00","6","WN","LAX","ATL","0800-0859"
"397413","0.00","6","WN","PHX","ATL","0700-0759"
"399000","1.00","6","WN","ATL","LAS","1800-1859"
"399002","0.00","6","WN","ATL","LAS","0700-0759"
"399056","1.00","6","WN","LAX","LAS","1400-1459"
"399058","0.00","6","WN","LAX","LAS","1900-1959"
"399060","1.00","6","WN","LAX","LAS","1200-1259"
"399061","1.00","6","WN","LAX","LAS","1000-1059"
"399062","0.00","6","WN","LAX","LAS","0001-0559"
"399063","0.00","6","WN","LAX","LAS","1800-1859"
"399064","0.00","6","WN","LAX","LAS","0800-0859"
"399110","0.00","6","WN","PHX","LAS","1800-1859"
"399111","0.00","6","WN","PHX","LAS","1200-1259"
"399112","0.00","6","WN","PHX","LAS","0800-0859"
"399113","1.00","6","WN","PHX","LAS","1700-1759"
"399114","1.00","6","WN","PHX","LAS","1400-1459"
"399115","1.00","6","WN","PHX","LAS","1500-1559"
"399117","0.00","6","WN","PHX","LAS","0001-0559"
"399144","0.00","6","WN","SFO","LAS","0800-0859"
"399145","0.00","6","WN","SFO","LAS","1500-1559"
"399146","0.00","6","WN","SFO","LAS","1100-1159"
"399147","0.00","6","WN","SFO","LAS","0001-0559"
"399148","1.00","6","WN","SFO","LAS","2200-2259"
"399192","0.00","6","WN","ATL","LAX","0900-0959"
"399193","1.00","6","WN","ATL","LAX","1400-1459"
"399194","1.00","6","WN","ATL","LAX","0600-0659"
"399222","1.00","6","WN","LAS","LAX","1200-1259"
"399223","1.00","6","WN","LAS","LAX","1800-1859"
"399224","0.00","6","WN","LAS","LAX","1100-1159"
"399226","1.00","6","WN","LAS","LAX","0600-0659"
"399229","1.00","6","WN","LAS","LAX","2000-2059"
"399256","1.00","6","WN","PHX","LAX","0600-0659"
"399259","1.00","6","WN","PHX","LAX","1500-1559"
"399261","1.00","6","WN","PHX","LAX","1100-1159"
"399262","1.00","6","WN","PHX","LAX","0800-0859"
"399263","0.00","6","WN","PHX","LAX","1000-1059"
"399264","1.00","6","WN","PHX","LAX","1800-1859"
"399272","1.00","6","WN","SFO","LAX","1300-1359"
"399273","0.00","6","WN","SFO","LAX","1900-1959"
"399275","0.00","6","WN","SFO","LAX","1500-1559"
"399276","1.00","6","WN","SFO","LAX","0600-0659"
"399277","1.00","6","WN","SFO","LAX","1000-1059"
"399278","0.00","6","WN","SFO","LAX","1200-1259"
"399515","0.00","6","WN","LAS","SFO","1600-1659"
"399516","0.00","6","WN","LAS","SFO","0800-0859"
"399518","1.00","6","WN","LAS","SFO","1400-1459"
"399519","0.00","6","WN","LAS","SFO","0600-0659"
"399521","1.00","6","WN","LAX","SFO","1100-1159"
"399523","0.00","6","WN","LAX","SFO","1500-1559"
"399524","0.00","6","WN","LAX","SFO","1700-1759"
"399526","0.00","6","WN","LAX","SFO","1200-1259"
"399528","0.00","6","WN","LAX","SFO","0001-0559"
"399533","0.00","6","WN","PHX","SFO","1600-1659"
"399534","0.00","6","WN","PHX","SFO","2000-2059"
"399535","0.00","6","WN","PHX","SFO","0800-0859"
"399536","0.00","6","WN","PHX","SFO","1200-1259"
"400340","1.00","6","WN","ATL","PHX","1800-1859"
"400386","0.00","6","WN","LAS","PHX","1100-1159"
"400387","0.00","6","WN","LAS","PHX","1700-1759"
"400389","1.00","6","WN","LAS","PHX","2000-2059"
"400390","0.00","6","WN","LAS","PHX","1500-1559"
"400393","0.00","6","WN","LAX","PHX","1700-1759"
"400394","0.00","6","WN","LAX","PHX","2200-2259"
"400395","0.00","6","WN","LAX","PHX","1000-1059"
"400396","1.00","6","WN","LAX","PHX","1800-1859"
"400397","1.00","6","WN","LAX","PHX","1200-1259"
"400398","1.00","6","WN","LAX","PHX","2000-2059"
"400399","0.00","6","WN","LAX","PHX","0800-0859"
"400458","0.00","6","WN","SFO","PHX","0900-0959"
"400459","1.00","6","WN","SFO","PHX","1600-1659"
"400460","0.00","6","WN","SFO","PHX","1300-1359"
"400461","0.00","6","WN","SFO","PHX","1800-1859"
"400818","1.00","7","AA","LAX","JFK","0900-0959"
"400819","0.00","7","AA","JFK","LAX","0900-0959"
"400820","1.00","7","AA","LAX","JFK","1200-1259"
"400827","0.00","7","AA","SFO","JFK","0700-0759"
"400828","0.00","7","AA","JFK","LAX","2100-2159"
"400829","0.00","7","AA","JFK","SFO","1100-1159"
"400831","1.00","7","AA","SFO","JFK","0800-0859"
"400832","0.00","7","AA","JFK","SFO","1200-1259"
"400833","1.00","7","AA","SFO","JFK","1600-1659"
"400836","0.00","7","AA","JFK","SFO","1500-1559"
"400837","0.00","7","AA","LAX","JFK","1800-1859"
"400838","0.00","7","AA","JFK","LAX","1500-1559"
"400839","1.00","7","AA","JFK","SFO","0700-0759"
"400844","0.00","7","AA","JFK","LAX","2200-2259"
"400848","0.00","7","AA","JFK","LAX","1400-1459"
"400856","0.00","7","AA","ORD","LAX","0700-0759"
"400861","0.00","7","AA","JFK","ORD","1200-1259"
"400864","1.00","7","AA","LAX","JFK","1600-1659"
"400871","1.00","7","AA","LAX","DFW","1000-1059"
"400906","0.00","7","AA","LAS","LAX","1100-1159"
"400919","0.00","7","AA","SFO","DFW","0700-0759"
"400930","0.00","7","AA","LAX","SFO","0600-0659"
"400932","0.00","7","AA","JFK","LAX","1000-1059"
"400940","1.00","7","AA","ORD","DFW","0001-0559"
"400942","0.00","7","AA","ORD","LAS","0800-0859"
"400954","1.00","7","AA","ORD","LAX","0900-0959"
"400955","1.00","7","AA","LAX","ORD","1700-1759"
"400961","0.00","7","AA","LAX","JFK","1500-1559"
"400966","1.00","7","AA","LAX","JFK","2100-2159"
"400971","1.00","7","AA","SFO","ORD","1200-1259"
"400972","1.00","7","AA","DFW","SFO","1500-1559"
"400990","1.00","7","AA","LAX","SFO","1600-1659"
"400995","1.00","7","AA","SFO","JFK","1000-1059"
"400997","1.00","7","AA","LAX","JFK","1700-1759"
"400998","0.00","7","AA","LAS","LAX","1600-1659"
"401043","1.00","7","AA","DFW","ATL","1900-1959"
"401044","1.00","7","AA","ATL","DFW","1500-1559"
"401054","0.00","7","AA","ORD","SFO","0700-0759"
"401066","1.00","7","AA","LAX","JFK","1000-1059"
"401067","0.00","7","AA","JFK","LAX","1300-1359"
"401068","1.00","7","AA","SFO","DFW","1100-1159"
"401071","1.00","7","AA","LAS","DFW","1800-1859"
"401072","1.00","7","AA","DFW","LAS","0001-0559"
"401093","0.00","7","AA","CLT","JFK","0800-0859"
"401098","1.00","7","AA","ORD","DFW","1100-1159"
"401101","0.00","7","AA","LAS","LAX","1400-1459"
"401114","1.00","7","AA","SFO","DFW","1200-1259"
"401120","0.00","7","AA","SFO","LAX","1500-1559"
"401123","0.00","7","AA","SFO","LAX","1900-1959"
"401131","1.00","7","AA","JFK","DFW","1600-1659"
"401188","0.00","7","AA","LAS","ORD","1300-1359"
"401214","0.00","7","AA","LAS","DFW","1200-1259"
"401220","0.00","7","AA","ORD","LAS","1200-1259"
"401222","1.00","7","AA","LAS","LAX","1800-1859"
"401224","0.00","7","AA","SFO","ORD","0700-0759"
"401225","0.00","7","AA","ORD","SFO","1100-1159"
"401239","1.00","7","AA","DFW","CLT","1800-1859"
"401242","1.00","7","AA","DFW","SFO","1000-1059"
"401249","0.00","7","AA","PHX","ORD","0001-0559"
"401261","0.00","7","AA","SFO","LAX","0700-0759"
"401262","0.00","7","AA","LAX","ORD","0800-0859"
"401287","1.00","7","AA","SFO","DFW","2000-2059"
"401307","0.00","7","AA","ORD","LAX","0001-0559"
"401311","0.00","7","AA","ATL","LAX","2300-2359"
"401314","0.00","7","AA","ORD","PHX","1100-1159"
"401341","0.00","7","AA","ORD","LAX","1600-1659"
"401354","1.00","7","AA","ORD","DFW","2300-2359"
"401368","1.00","7","AA","LAX","ORD","0700-0759"
"401396","1.00","7","AA","ORD","DFW","1700-1759"
"401409","0.00","7","AA","ORD","LAX","1300-1359"
"401431","1.00","7","AA","SFO","DFW","2200-2259"
"401436","0.00","7","AA","CLT","ORD","1800-1859"
"401464","1.00","7","AA","DFW","ATL","2100-2159"
"401477","1.00","7","AA","ORD","LAX","1400-1459"
"401546","0.00","7","AA","ORD","PHX","1400-1459"
"401549","0.00","7","AA","PHX","ORD","1800-1859"
"401557","0.00","7","AA","ORD","CLT","1600-1659"
"401596","1.00","7","AA","SFO","DFW","1700-1759"
"401601","1.00","7","AA","DFW","LAS","1200-1259"
"401622","0.00","7","AA","ORD","SFO","2300-2359"
"401643","1.00","7","AA","LAS","LAX","2200-2259"
"401663","0.00","7","AA","LAX","ORD","0900-0959"
"401729","1.00","7","AA","ATL","DFW","0700-0759"
"401738","1.00","7","AA","ORD","DFW","1100-1159"
"401790","1.00","7","AA","JFK","LAS","1400-1459"
"401799","1.00","7","AA","LAX","DFW","1000-1059"
"401805","0.00","7","AA","LAX","LAS","1600-1659"
"401810","0.00","7","AA","PHX","ORD","1500-1559"
"401815","1.00","7","AA","LAX","DFW","0800-0859"
"401842","0.00","7","AA","ORD","LAX","0001-0559"
"401843","1.00","7","AA","LAX","ORD","2200-2259"
"401848","1.00","7","AA","DFW","ORD","1800-1859"
"401855","0.00","7","AA","SFO","ORD","1000-1059"
"401872","0.00","7","AA","SFO","DFW","0900-0959"
"401883","1.00","7","AA","DFW","ORD","1800-1859"
"401885","1.00","7","AA","ORD","DFW","1800-1859"
"401888","0.00","7","AA","ORD","DFW","0700-0759"
"401891","0.00","7","AA","ORD","DFW","1000-1059"
"401892","0.00","7","AA","DFW","ORD","1300-1359"
"401909","1.00","7","AA","LAX","DFW","2100-2159"
"401913","1.00","7","AA","LAS","DFW","1500-1559"
"401916","1.00","7","AA","LAX","DFW","1500-1559"
"401919","0.00","7","AA","DFW","LAX","1200-1259"
"401970","1.00","7","AA","LAS","DFW","2300-2359"
"401986","0.00","7","AA","ORD","LAX","0600-0659"
"401987","0.00","7","AA","LAS","DFW","0800-0859"
"401988","0.00","7","AA","DFW","LAS","1100-1159"
"401994","0.00","7","AA","LAX","DFW","0700-0759"
"401995","1.00","7","AA","DFW","LAX","1200-1259"
"401997","0.00","7","AA","DFW","LAX","0001-0559"
"402000","1.00","7","AA","ATL","DFW","1800-1859"
"402001","0.00","7","AA","DFW","LAX","1100-1159"
"402012","1.00","7","AA","LAX","DFW","1200-1259"
"402015","1.00","7","AA","LAX","DFW","1800-1859"
"402016","0.00","7","AA","DFW","LAX","0700-0759"
"402044","1.00","7","AA","DFW","ORD","0700-0759"
"402056","0.00","7","AA","DFW","LAX","0600-0659"
"402076","0.00","7","AA","LAX","SFO","1400-1459"
"402087","1.00","7","AA","DFW","LAX","0800-0859"
"402089","0.00","7","AA","DFW","LAS","1600-1659"
"402090","0.00","7","AA","LAX","ATL","0700-0759"
"402097","1.00","7","AA","DFW","LAS","1800-1859"
"402113","1.00","7","AA","LAX","DFW","1600-1659"
"402114","0.00","7","AA","LAS","ORD","1000-1059"
"402120","0.00","7","AA","SFO","ORD","1500-1559"
"402123","1.00","7","AA","DFW","LAX","2000-2059"
"402125","1.00","7","AA","LAX","DFW","1300-1359"
"402136","0.00","7","AA","SFO","CLT","0900-0959"
"402139","0.00","7","AA","PHX","CLT","1900-1959"
"402140","0.00","7","AA","SFO","PHX","2300-2359"
"402142","1.00","7","AA","DFW","PHX","2200-2259"
"402144","0.00","7","AA","ORD","PHX","0800-0859"
"402148","1.00","7","AA","ATL","CLT","0700-0759"
"402160","1.00","7","AA","SFO","CLT","2000-2059"
"402164","0.00","7","AA","PHX","SFO","1500-1559"
"402192","0.00","7","AA","PHX","CLT","1600-1659"
"402196","0.00","7","AA","LAX","PHX","1100-1159"
"402211","1.00","7","AA","LAX","PHX","1900-1959"
"402217","1.00","7","AA","PHX","DFW","1700-1759"
"402238","0.00","7","AA","PHX","ATL","0700-0759"
"402243","0.00","7","AA","PHX","LAS","1100-1159"
"402252","1.00","7","AA","DFW","PHX","1300-1359"
"402254","0.00","7","AA","PHX","LAX","1600-1659"
"402256","1.00","7","AA","DFW","CLT","1600-1659"
"402258","1.00","7","AA","DFW","PHX","2100-2159"
"402259","0.00","7","AA","PHX","SFO","1700-1759"
"402262","1.00","7","AA","PHX","DFW","1800-1859"
"402263","1.00","7","AA","DFW","PHX","1400-1459"
"402264","1.00","7","AA","CLT","DFW","2000-2059"
"402265","1.00","7","AA","PHX","LAX","1200-1259"
"402266","1.00","7","AA","DFW","PHX","1600-1659"
"402291","1.00","7","AA","LAS","DFW","2200-2259"
"402292","0.00","7","AA","PHX","ORD","1300-1359"
"402293","1.00","7","AA","DFW","PHX","1700-1759"
"402296","1.00","7","AA","PHX","DFW","1300-1359"
"402317","0.00","7","AA","CLT","ORD","1500-1559"
